roll_no,name,course,semester,attendance_pct,avg_marks,lms_engagement_score,risk_score
CS48188,Student 46189,Mechanical,5,47.8,96.4,60.3,30.3
CS48189,Student 46190,Electrical,6,67.3,88.6,38.8,29.9
CS48190,Student 46191,Civil,3,84.4,81.3,67.8,20.2
CS48191,Student 46192,Civil,6,40.6,91.9,19.0,43.2
CS48192,Student 46193,Civil,6,92.3,61.3,66.8,25.2
CS48193,Student 46194,Mechanical,4,84.1,85.6,48.4,22.4
CS48194,Student 46195,Civil,3,86.7,85.1,52.9,20.7
CS48195,Student 46196,Civil,4,92.2,99.8,10.9,21.0
CS48196,Student 46197,Mechanical,3,66.3,85.1,1.3,39.2
CS48197,Student 46198,Mechanical,5,82.2,58.6,47.0,34.3
CS48198,Student 46199,Civil,3,45.7,47.8,56.0,51.4
CS48199,Student 46200,Civil,4,75.2,69.2,98.6,22.5
CS48200,Student 46201,Mechanical,4,84.9,30.8,0.8,53.6
CS48201,Student 46202,Electrical,3,46.0,77.3,46.6,41.4
CS48202,Student 46203,Civil,5,62.4,52.3,40.8,46.0
CS48203,Student 46204,Civil,3,55.5,96.6,27.5,33.7
CS48204,Student 46205,Electrical,5,36.8,79.0,81.1,37.5
CS48205,Student 46206,Electrical,3,50.0,24.0,54.6,59.5
CS48206,Student 46207,Civil,3,66.9,93.7,75.7,20.6
CS48207,Student 46208,Mechanical,5,81.9,75.5,28.8,31.3
CS48208,Student 46209,Computer Science,3,57.7,56.3,60.5,42.3
CS48209,Student 46210,Civil,4,42.8,26.5,92.1,53.9
CS48210,Student 46211,Civil,6,59.8,92.5,89.6,21.2
CS48211,Student 46212,Electrical,6,90.2,77.0,86.8,15.8
CS48212,Student 46213,Mechanical,6,55.8,29.9,59.3,53.9
CS48213,Student 46214,Civil,3,58.8,78.2,57.5,33.7
CS48214,Student 46215,Civil,6,99.6,80.8,35.2,20.8
CS48215,Student 46216,Computer Science,5,62.1,45.8,27.9,51.3
CS48216,Student 46217,Civil,6,31.5,80.3,61.9,42.9
CS48217,Student 46218,Civil,4,96.3,28.3,60.8,38.0
CS48218,Student 46219,Electrical,3,66.4,23.0,99.2,44.4
CS48219,Student 46220,Civil,6,51.9,77.3,44.9,39.3
CS48220,Student 46221,Electrical,5,97.9,35.3,81.4,30.4
CS48221,Student 46222,Computer Science,5,87.1,80.0,6.0,32.0
CS48222,Student 46223,Electrical,6,76.5,94.5,60.1,19.6
CS48223,Student 46224,Civil,5,57.2,65.2,50.4,41.0
CS48224,Student 46225,Mechanical,5,38.2,70.8,48.6,46.7
CS48225,Student 46226,Mechanical,3,31.5,87.3,80.2,36.4
CS48226,Student 46227,Computer Science,6,40.5,79.3,63.0,39.5
CS48227,Student 46228,Mechanical,5,38.5,30.5,70.0,58.4
CS48228,Student 46229,Mechanical,4,68.4,44.5,33.6,48.1
CS48229,Student 46230,Mechanical,4,76.0,58.9,30.5,39.9
CS48230,Student 46231,Civil,5,76.8,75.8,83.2,22.3
CS48231,Student 46232,Electrical,3,48.0,99.2,27.6,35.6
CS48232,Student 46233,Computer Science,3,78.8,38.9,64.2,40.1
CS48233,Student 46234,Computer Science,4,45.6,39.6,66.5,52.6
CS48234,Student 46235,Civil,5,43.3,33.4,91.7,51.0
CS48235,Student 46236,Mechanical,4,99.2,88.1,14.7,22.1
CS48236,Student 46237,Mechanical,3,59.9,87.1,88.5,23.5
CS48237,Student 46238,Mechanical,4,67.1,30.3,68.8,47.3
CS48238,Student 46239,Computer Science,4,70.7,64.3,78.6,30.3
CS48239,Student 46240,Civil,6,37.2,64.1,49.7,49.5
CS48240,Student 46241,Computer Science,3,79.0,40.3,47.9,42.7
CS48241,Student 46242,Mechanical,5,53.7,70.2,72.4,36.0
CS48242,Student 46243,Electrical,6,88.7,95.6,66.8,12.9
CS48243,Student 46244,Mechanical,4,58.0,88.0,33.2,35.0
CS48244,Student 46245,Civil,3,98.0,55.7,24.0,33.7
CS48245,Student 46246,Mechanical,5,43.1,30.0,48.0,61.2
CS48246,Student 46247,Electrical,5,62.0,40.6,69.4,45.1
CS48247,Student 46248,Electrical,3,56.7,78.9,59.5,33.9
CS48248,Student 46249,Mechanical,5,33.2,53.1,15.3,62.4
CS48249,Student 46250,Computer Science,4,49.1,60.4,49.7,46.3
CS48250,Student 46251,Civil,6,78.6,41.3,69.0,38.2
CS48251,Student 46252,Electrical,3,67.8,68.3,77.5,30.1
CS48252,Student 46253,Computer Science,3,97.7,88.6,62.1,13.1
CS48253,Student 46254,Electrical,3,32.6,58.7,74.7,48.5
CS48254,Student 46255,Mechanical,3,68.3,76.7,42.8,33.4
CS48255,Student 46256,Electrical,4,45.1,91.9,23.2,40.6
CS48256,Student 46257,Computer Science,5,50.3,66.0,25.8,48.3
CS48257,Student 46258,Electrical,4,45.8,76.0,81.8,34.9
CS48258,Student 46259,Computer Science,5,31.5,28.0,45.4,67.1
CS48259,Student 46260,Computer Science,4,67.0,96.9,74.9,19.5
CS48260,Student 46261,Computer Science,3,90.1,34.3,86.4,33.0
CS48261,Student 46262,Civil,5,81.8,57.8,98.6,24.4
CS48262,Student 46263,Civil,6,57.2,43.2,87.8,42.3
CS48263,Student 46264,Mechanical,5,54.0,59.6,19.2,50.7
CS48264,Student 46265,Mechanical,4,82.0,84.5,96.7,14.1
CS48265,Student 46266,Civil,5,45.0,84.8,52.8,37.5
CS48266,Student 46267,Mechanical,5,51.2,94.5,61.6,29.4
CS48267,Student 46268,Electrical,4,60.9,72.6,85.1,29.6
CS48268,Student 46269,Civil,4,83.6,32.4,55.8,42.4
CS48269,Student 46270,Mechanical,5,95.9,92.9,48.2,14.8
CS48270,Student 46271,Mechanical,5,38.0,22.5,17.6,72.3
CS48271,Student 46272,Mechanical,5,68.1,76.0,15.3,39.3
CS48272,Student 46273,Electrical,3,73.8,33.5,37.3,49.6
CS48273,Student 46274,Mechanical,5,38.5,86.6,95.5,30.9
CS48274,Student 46275,Mechanical,4,67.1,97.0,58.6,22.6
CS48275,Student 46276,Mechanical,6,82.0,51.6,2.8,46.0
CS48276,Student 46277,Mechanical,6,87.2,90.6,96.2,9.6
CS48277,Student 46278,Electrical,5,37.2,78.1,43.6,45.2
CS48278,Student 46279,Electrical,4,93.8,35.7,4.9,47.2
CS48279,Student 46280,Civil,5,69.0,72.9,18.4,39.6
CS48280,Student 46281,Electrical,4,73.6,85.1,20.0,32.5
CS48281,Student 46282,Electrical,5,51.9,84.6,73.9,30.6
CS48282,Student 46283,Civil,6,51.0,56.4,35.6,49.9
CS48283,Student 46284,Electrical,4,49.9,80.1,40.3,39.9
CS48284,Student 46285,Civil,5,89.1,58.3,34.9,34.1
CS48285,Student 46286,Mechanical,4,99.7,59.4,75.6,21.2
CS48286,Student 46287,Mechanical,6,75.1,70.0,68.2,28.3
CS48287,Student 46288,Mechanical,3,54.9,53.2,74.3,41.9
CS48288,Student 46289,Civil,4,94.2,46.4,33.8,37.0
CS48289,Student 46290,Civil,6,49.1,82.1,82.6,31.0
CS48290,Student 46291,Electrical,4,57.7,98.1,49.1,27.9
CS48291,Student 46292,Electrical,6,30.2,43.8,87.0,53.0
CS48292,Student 46293,Electrical,4,68.1,70.3,52.6,34.1
CS48293,Student 46294,Mechanical,3,31.2,54.3,13.7,63.1
CS48294,Student 46295,Electrical,5,84.2,20.4,81.4,41.9
CS48295,Student 46296,Civil,3,95.6,47.6,0.3,42.7
CS48296,Student 46297,Computer Science,6,82.3,24.0,70.6,43.4
CS48297,Student 46298,Electrical,5,39.5,33.6,20.3,66.7
CS48298,Student 46299,Mechanical,3,42.3,97.4,73.8,29.4
CS48299,Student 46300,Mechanical,4,72.5,72.9,29.8,35.9
CS48300,Student 46301,Mechanical,5,99.3,54.1,62.2,26.2
CS48301,Student 46302,Mechanical,5,41.1,83.9,26.5,44.7
CS48302,Student 46303,Computer Science,5,99.9,70.0,38.0,24.4
CS48303,Student 46304,Civil,5,61.8,85.8,17.3,37.5
CS48304,Student 46305,Mechanical,6,73.1,92.8,24.6,28.7
CS48305,Student 46306,Civil,6,70.5,42.5,12.5,52.3
CS48306,Student 46307,Computer Science,5,94.5,81.2,13.5,27.0
CS48307,Student 46308,Mechanical,3,76.2,44.4,60.6,39.6
CS48308,Student 46309,Mechanical,3,52.5,77.8,44.1,39.1
CS48309,Student 46310,Civil,5,39.2,23.2,76.6,59.7
CS48310,Student 46311,Mechanical,5,38.9,89.4,58.0,37.1
CS48311,Student 46312,Mechanical,4,86.5,34.9,56.5,40.1
CS48312,Student 46313,Civil,6,35.6,42.3,17.0,65.4
CS48313,Student 46314,Computer Science,4,96.5,23.6,31.5,45.7
CS48314,Student 46315,Mechanical,6,78.5,28.0,92.9,38.8
CS48315,Student 46316,Computer Science,3,67.9,52.0,43.0,43.4
CS48316,Student 46317,Mechanical,6,90.7,82.0,50.2,20.9
CS48317,Student 46318,Electrical,5,33.9,75.7,47.0,46.8
CS48318,Student 46319,Mechanical,5,72.5,62.5,70.6,31.9
CS48319,Student 46320,Electrical,6,82.8,70.1,38.5,31.1
CS48320,Student 46321,Electrical,4,77.9,24.7,92.2,40.5
CS48321,Student 46322,Civil,3,57.3,53.8,36.6,48.2
CS48322,Student 46323,Electrical,4,63.8,36.4,71.0,45.7
CS48323,Student 46324,Civil,4,37.3,56.7,55.3,51.3
CS48324,Student 46325,Electrical,6,40.2,38.9,5.5,67.3
CS48325,Student 46326,Civil,6,37.2,47.7,35.0,59.0
CS48326,Student 46327,Civil,3,74.3,32.9,36.5,49.8
CS48327,Student 46328,Electrical,4,79.4,55.7,51.8,35.6
CS48328,Student 46329,Mechanical,6,92.2,55.8,63.9,28.0
CS48329,Student 46330,Computer Science,6,66.7,22.8,22.0,59.8
CS48330,Student 46331,Electrical,5,71.2,53.2,28.5,44.5
CS48331,Student 46332,Electrical,5,74.8,51.5,36.1,42.3
CS48332,Student 46333,Electrical,5,40.9,31.9,86.1,53.7
CS48333,Student 46334,Mechanical,6,30.2,67.9,83.1,44.1
CS48334,Student 46335,Civil,6,84.7,84.5,27.3,26.9
CS48335,Student 46336,Civil,4,92.2,73.6,66.8,20.3
CS48336,Student 46337,Mechanical,4,38.2,89.8,75.8,33.6
CS48337,Student 46338,Computer Science,3,73.0,68.4,80.5,27.3
CS48338,Student 46339,Electrical,5,36.7,69.4,13.9,54.8
CS48339,Student 46340,Civil,4,48.4,98.0,39.1,33.6
CS48340,Student 46341,Mechanical,4,87.3,66.2,63.9,25.8
CS48341,Student 46342,Mechanical,5,67.2,44.2,33.8,48.7
CS48342,Student 46343,Electrical,3,32.0,48.7,64.7,54.8
CS48343,Student 46344,Computer Science,4,92.8,39.2,30.4,41.1
CS48344,Student 46345,Civil,5,47.3,56.3,72.6,44.0
CS48345,Student 46346,Mechanical,3,68.9,59.3,53.9,37.9
CS48346,Student 46347,Electrical,4,48.7,30.8,83.0,51.6
CS48347,Student 46348,Computer Science,4,95.3,37.1,41.0,38.8
CS48348,Student 46349,Civil,4,32.7,67.6,3.0,59.3
CS48349,Student 46350,Electrical,4,41.9,91.3,44.3,37.9
CS48350,Student 46351,Computer Science,3,50.6,84.1,97.2,26.7
CS48351,Student 46352,Electrical,6,85.8,97.7,47.3,17.1
CS48352,Student 46353,Civil,4,70.6,26.4,47.3,51.7
CS48353,Student 46354,Civil,5,86.4,71.7,43.4,28.1
CS48354,Student 46355,Civil,5,63.3,73.6,65.0,32.2
CS48355,Student 46356,Computer Science,5,74.5,27.8,1.5,58.8
CS48356,Student 46357,Mechanical,6,84.4,36.1,90.8,33.6
CS48357,Student 46358,Mechanical,5,81.5,43.3,5.0,49.1
CS48358,Student 46359,Electrical,6,71.0,85.2,54.2,26.7
CS48359,Student 46360,Mechanical,3,52.7,91.8,60.0,30.2
CS48360,Student 46361,Computer Science,5,54.0,28.6,92.6,48.4
CS48361,Student 46362,Computer Science,6,69.4,97.8,11.7,30.8
CS48362,Student 46363,Mechanical,4,68.4,51.7,74.4,37.1
CS48363,Student 46364,Electrical,3,31.0,93.6,38.1,42.5
CS48364,Student 46365,Electrical,6,48.4,60.3,51.4,46.2
CS48365,Student 46366,Mechanical,6,34.4,60.6,25.8,56.8
CS48366,Student 46367,Civil,5,54.5,78.4,93.1,28.2
CS48367,Student 46368,Computer Science,5,69.1,25.4,18.8,58.4
CS48368,Student 46369,Civil,4,82.9,56.3,34.2,37.5
CS48369,Student 46370,Mechanical,3,60.5,80.6,84.2,26.7
CS48370,Student 46371,Civil,4,75.7,71.6,80.0,25.1
CS48371,Student 46372,Computer Science,5,41.4,78.7,91.4,33.7
CS48372,Student 46373,Electrical,5,87.6,79.4,88.3,15.5
CS48373,Student 46374,Mechanical,5,87.5,91.1,60.6,16.4
CS48374,Student 46375,Computer Science,6,93.6,96.4,89.0,6.2
CS48375,Student 46376,Civil,5,94.3,59.8,80.8,22.2
CS48376,Student 46377,Computer Science,6,45.0,83.1,65.4,35.7
CS48377,Student 46378,Mechanical,4,87.8,86.2,7.4,28.9
CS48378,Student 46379,Civil,6,83.2,49.7,49.8,36.9
CS48379,Student 46380,Electrical,4,48.9,78.1,95.5,30.1
CS48380,Student 46381,Civil,6,70.2,47.7,20.7,48.7
CS48381,Student 46382,Electrical,4,59.1,37.2,94.6,42.6
CS48382,Student 46383,Electrical,3,63.9,33.1,46.5,51.9
CS48383,Student 46384,Civil,6,95.4,73.4,80.5,16.4
CS48384,Student 46385,Mechanical,5,53.3,86.7,22.2,39.6
CS48385,Student 46386,Civil,6,44.7,57.7,37.1,51.6
CS48386,Student 46387,Computer Science,6,49.5,20.2,3.5,71.4
CS48387,Student 46388,Computer Science,6,43.6,50.1,66.3,49.3
CS48388,Student 46389,Civil,5,67.0,80.4,46.2,31.8
CS48389,Student 46390,Mechanical,5,60.2,38.7,16.3,57.2
CS48390,Student 46391,Civil,3,55.4,22.5,74.1,54.0
CS48391,Student 46392,Computer Science,6,97.0,48.8,44.1,32.9
CS48392,Student 46393,Civil,3,36.8,69.3,48.1,47.9
CS48393,Student 46394,Electrical,6,50.4,79.2,3.6,47.4
CS48394,Student 46395,Computer Science,5,83.8,80.8,70.3,20.1
CS48395,Student 46396,Civil,4,81.1,70.6,84.5,22.4
CS48396,Student 46397,Computer Science,3,93.9,40.2,18.7,42.6
CS48397,Student 46398,Electrical,4,77.4,54.9,23.6,42.4
CS48398,Student 46399,Computer Science,4,38.9,50.7,74.2,49.3
CS48399,Student 46400,Electrical,6,96.6,42.0,15.0,41.6
CS48400,Student 46401,Electrical,4,40.6,91.4,40.3,39.1
CS48401,Student 46402,Electrical,3,46.9,36.6,81.4,50.3
CS48402,Student 46403,Computer Science,5,60.7,27.6,50.6,54.6
CS48403,Student 46404,Civil,5,55.9,71.8,50.7,38.8
CS48404,Student 46405,Civil,5,30.3,80.8,8.2,53.9
CS48405,Student 46406,Mechanical,5,40.6,24.0,47.6,64.6
CS48406,Student 46407,Electrical,6,93.3,44.2,10.2,43.0
CS48407,Student 46408,Electrical,5,73.1,21.8,99.6,42.1
CS48408,Student 46409,Electrical,3,38.8,72.5,76.3,40.2
CS48409,Student 46410,Electrical,6,57.0,38.7,55.0,50.7
CS48410,Student 46411,Computer Science,5,55.1,28.0,44.4,57.9
CS48411,Student 46412,Civil,3,37.4,70.8,81.0,40.5
CS48412,Student 46413,Computer Science,6,86.0,86.2,46.5,21.8
CS48413,Student 46414,Civil,4,52.6,75.4,21.3,44.5
CS48414,Student 46415,Electrical,3,86.0,23.0,92.4,37.9
CS48415,Student 46416,Civil,4,73.9,68.6,51.0,32.8
CS48416,Student 46417,Mechanical,3,77.0,74.2,9.5,37.6
CS48417,Student 46418,Mechanical,3,83.9,54.8,34.2,37.7
CS48418,Student 46419,Electrical,4,57.5,89.8,7.3,39.6
CS48419,Student 46420,Civil,6,61.7,84.5,55.9,30.3
CS48420,Student 46421,Computer Science,5,35.9,94.7,58.1,36.1
CS48421,Student 46422,Computer Science,5,89.2,46.3,55.2,34.8
CS48422,Student 46423,Civil,4,34.5,74.9,56.1,45.0
CS48423,Student 46424,Computer Science,5,64.2,91.0,21.1,33.7
CS48424,Student 46425,Electrical,3,85.9,21.8,63.0,44.3
CS48425,Student 46426,Mechanical,3,93.3,80.7,22.2,26.0
CS48426,Student 46427,Computer Science,3,58.3,44.8,3.9,58.0
CS48427,Student 46428,Electrical,4,76.3,51.5,7.9,47.3
CS48428,Student 46429,Computer Science,6,98.6,93.7,25.5,18.0
CS48429,Student 46430,Mechanical,6,37.9,30.4,71.6,58.4
CS48430,Student 46431,Civil,4,52.2,73.6,83.1,33.1
CS48431,Student 46432,Mechanical,5,46.2,52.1,16.7,57.3
CS48432,Student 46433,Civil,6,61.4,21.3,68.7,53.2
CS48433,Student 46434,Mechanical,6,39.5,82.5,21.3,46.9
CS48434,Student 46435,Mechanical,5,86.1,62.3,48.6,30.9
CS48435,Student 46436,Computer Science,4,68.4,45.7,68.4,40.7
CS48436,Student 46437,Electrical,6,35.1,37.9,62.3,58.3
CS48437,Student 46438,Civil,3,70.8,68.7,25.8,39.0
CS48438,Student 46439,Civil,5,52.4,43.8,30.3,55.5
CS48439,Student 46440,Mechanical,4,73.5,56.7,87.2,30.5
CS48440,Student 46441,Civil,4,33.9,71.2,16.1,54.7
CS48441,Student 46442,Civil,5,31.7,66.4,69.4,46.9
CS48442,Student 46443,Civil,6,49.7,20.1,17.9,68.5
CS48443,Student 46444,Mechanical,4,33.3,25.0,20.6,72.6
CS48444,Student 46445,Electrical,5,86.1,59.9,31.6,35.3
CS48445,Student 46446,Electrical,3,31.7,48.7,31.7,61.5
CS48446,Student 46447,Electrical,5,57.6,86.4,68.3,28.7
CS48447,Student 46448,Civil,3,99.6,25.4,50.1,40.0
CS48448,Student 46449,Computer Science,4,38.2,69.3,84.4,40.1
CS48449,Student 46450,Civil,3,69.9,96.2,53.2,22.9
CS48450,Student 46451,Electrical,6,49.5,58.8,83.3,40.0
CS48451,Student 46452,Electrical,6,52.9,31.6,19.7,62.3
CS48452,Student 46453,Mechanical,5,65.0,63.1,96.0,29.6
CS48453,Student 46454,Mechanical,6,50.4,66.7,19.1,49.3
CS48454,Student 46455,Electrical,5,30.9,24.9,34.5,70.8
CS48455,Student 46456,Electrical,3,98.5,34.0,41.7,38.7
CS48456,Student 46457,Electrical,6,42.9,87.0,72.8,33.5
CS48457,Student 46458,Computer Science,5,70.2,45.8,27.2,48.2
CS48458,Student 46459,Mechanical,5,53.9,89.3,88.0,25.1
CS48459,Student 46460,Electrical,3,39.3,31.1,70.4,57.8
CS48460,Student 46461,Civil,4,48.4,71.4,89.9,34.1
CS48461,Student 46462,Computer Science,3,73.1,28.1,30.5,53.4
CS48462,Student 46463,Mechanical,4,84.6,68.4,57.3,27.3
CS48463,Student 46464,Civil,4,93.0,45.2,46.2,35.5
CS48464,Student 46465,Civil,6,45.4,37.6,62.6,54.3
CS48465,Student 46466,Civil,5,30.7,23.1,40.0,70.5
CS48466,Student 46467,Electrical,6,46.9,87.2,52.7,35.8
CS48467,Student 46468,Electrical,5,81.5,82.1,27.1,29.1
CS48468,Student 46469,Civil,5,33.7,96.0,80.8,32.0
CS48469,Student 46470,Computer Science,5,88.0,63.8,99.5,19.4
CS48470,Student 46471,Mechanical,4,83.2,24.4,10.7,54.8
CS48471,Student 46472,Electrical,4,75.6,90.2,75.6,18.6
CS48472,Student 46473,Civil,3,52.6,71.2,51.9,40.1
CS48473,Student 46474,Computer Science,5,88.2,95.9,29.3,20.5
CS48474,Student 46475,Computer Science,4,52.4,58.5,78.7,39.9
CS48475,Student 46476,Civil,4,62.4,32.6,28.4,56.3
CS48476,Student 46477,Mechanical,4,68.5,59.0,82.4,32.5
CS48477,Student 46478,Civil,6,32.7,92.0,40.6,42.0
CS48478,Student 46479,Computer Science,5,33.9,28.8,75.7,59.8
CS48479,Student 46480,Computer Science,6,66.9,38.4,59.6,46.0
CS48480,Student 46481,Computer Science,4,85.7,43.8,89.6,30.3
CS48481,Student 46482,Electrical,4,40.0,81.5,98.0,31.8
CS48482,Student 46483,Civil,5,71.5,22.6,32.7,55.8
CS48483,Student 46484,Computer Science,4,81.8,40.1,50.9,41.1
CS48484,Student 46485,Computer Science,5,89.1,48.5,58.4,33.3
CS48485,Student 46486,Electrical,4,53.0,30.6,14.9,63.6
CS48486,Student 46487,Civil,4,83.7,72.6,16.4,34.2
CS48487,Student 46488,Electrical,6,97.4,38.5,94.7,26.7
CS48488,Student 46489,Mechanical,5,35.7,93.5,92.7,29.8
CS48489,Student 46490,Computer Science,5,75.9,78.4,91.0,20.1
CS48490,Student 46491,Electrical,6,92.6,88.5,76.4,12.3
CS48491,Student 46492,Civil,4,32.9,60.6,92.7,44.1
CS48492,Student 46493,Mechanical,5,66.2,76.5,76.4,27.6
CS48493,Student 46494,Civil,6,52.4,25.3,71.1,54.7
CS48494,Student 46495,Electrical,6,64.7,41.6,1.7,57.1
CS48495,Student 46496,Electrical,3,35.0,51.9,15.1,62.2
CS48496,Student 46497,Electrical,6,99.2,74.3,25.8,25.4
CS48497,Student 46498,Mechanical,4,37.9,73.2,34.2,48.7
CS48498,Student 46499,Mechanical,4,91.5,62.3,85.3,21.4
CS48499,Student 46500,Mechanical,3,91.3,53.2,91.0,24.0
CS48500,Student 46501,Mechanical,5,41.2,63.8,2.7,57.5
CS48501,Student 46502,Electrical,4,60.8,29.2,15.6,60.9
CS48502,Student 46503,Mechanical,4,83.1,98.8,33.7,20.5
CS48503,Student 46504,Mechanical,3,73.9,80.6,77.3,22.7
CS48504,Student 46505,Electrical,5,40.3,42.0,9.5,65.2
CS48505,Student 46506,Mechanical,4,83.3,26.9,50.2,45.9
CS48506,Student 46507,Computer Science,3,70.2,43.6,31.9,48.1
CS48507,Student 46508,Electrical,5,33.3,83.7,28.1,47.6
CS48508,Student 46509,Computer Science,5,81.4,40.2,1.9,51.0
CS48509,Student 46510,Mechanical,5,88.8,99.1,19.5,20.9
CS48510,Student 46511,Computer Science,3,87.8,68.1,87.9,20.1
CS48511,Student 46512,Computer Science,5,98.7,96.2,82.4,5.6
CS48512,Student 46513,Electrical,6,58.1,65.2,91.4,32.4
CS48513,Student 46514,Mechanical,6,67.5,38.0,69.9,43.8
CS48514,Student 46515,Computer Science,6,96.4,44.5,37.3,36.2
CS48515,Student 46516,Mechanical,5,89.9,83.3,85.6,13.6
CS48516,Student 46517,Electrical,4,43.5,52.6,55.6,50.4
CS48517,Student 46518,Computer Science,6,84.0,59.6,24.6,37.6
CS48518,Student 46519,Mechanical,5,31.1,63.2,41.4,54.0
CS48519,Student 46520,Electrical,4,89.1,75.7,84.4,17.2
CS48520,Student 46521,Mechanical,4,34.4,73.2,73.9,42.2
CS48521,Student 46522,Electrical,6,42.4,54.3,30.6,55.2
CS48522,Student 46523,Civil,3,59.1,28.2,90.9,46.9
CS48523,Student 46524,Computer Science,5,52.5,60.4,10.6,52.7
CS48524,Student 46525,Electrical,5,51.4,99.5,27.1,34.2
CS48525,Student 46526,Mechanical,4,86.1,86.1,49.2,21.3
CS48526,Student 46527,Mechanical,6,98.0,62.8,50.6,25.6
CS48527,Student 46528,Mechanical,6,72.5,42.3,58.7,42.3
CS48528,Student 46529,Mechanical,6,51.4,78.0,76.3,33.0
CS48529,Student 46530,Computer Science,3,58.0,68.1,88.3,31.9
CS48530,Student 46531,Civil,5,30.4,23.8,51.7,68.0
CS48531,Student 46532,Computer Science,4,56.3,63.2,9.0,50.4
CS48532,Student 46533,Mechanical,5,87.3,49.1,55.1,34.4
CS48533,Student 46534,Mechanical,5,44.3,79.4,28.7,44.8
CS48534,Student 46535,Mechanical,3,65.8,65.1,26.9,42.3
CS48535,Student 46536,Electrical,5,40.1,71.1,12.2,53.1
CS48536,Student 46537,Computer Science,6,47.3,62.5,54.7,45.1
CS48537,Student 46538,Civil,4,85.5,64.1,1.4,39.9
CS48538,Student 46539,Civil,5,70.0,29.0,17.2,57.0
CS48539,Student 46540,Electrical,6,89.2,62.4,40.5,31.3
CS48540,Student 46541,Computer Science,3,48.5,53.2,2.1,58.9
CS48541,Student 46542,Civil,4,92.7,83.7,37.9,21.9
CS48542,Student 46543,Computer Science,4,41.8,53.7,95.8,42.6
CS48543,Student 46544,Computer Science,5,48.0,61.8,72.5,41.6
CS48544,Student 46545,Civil,4,47.0,68.1,90.3,35.9
CS48545,Student 46546,Mechanical,4,30.6,64.5,9.8,60.0
CS48546,Student 46547,Electrical,4,50.6,62.8,11.2,52.4
CS48547,Student 46548,Computer Science,5,72.6,43.5,49.5,43.7
CS48548,Student 46549,Mechanical,4,84.9,87.6,94.8,12.0
CS48549,Student 46550,Mechanical,5,34.9,96.7,87.9,29.8
CS48550,Student 46551,Civil,3,38.0,73.9,22.6,50.7
CS48551,Student 46552,Electrical,5,98.3,47.0,75.3,26.8
CS48552,Student 46553,Electrical,6,32.5,26.7,35.1,69.3
CS48553,Student 46554,Electrical,3,79.2,63.2,73.3,28.4
CS48554,Student 46555,Mechanical,4,96.7,66.2,98.3,15.2
CS48555,Student 46556,Civil,6,56.7,88.4,38.4,34.3
CS48556,Student 46557,Computer Science,6,94.8,71.8,2.0,33.0
CS48557,Student 46558,Mechanical,4,36.6,28.1,78.4,58.4
CS48558,Student 46559,Computer Science,4,50.1,74.3,32.0,43.8
CS48559,Student 46560,Computer Science,4,54.7,86.8,81.7,27.1
CS48560,Student 46561,Civil,3,76.8,30.6,50.7,46.9
CS48561,Student 46562,Mechanical,4,41.1,84.7,17.1,46.3
CS48562,Student 46563,Mechanical,4,86.9,59.7,77.6,25.8
CS48563,Student 46564,Computer Science,4,38.2,89.1,50.4,39.0
CS48564,Student 46565,Civil,4,50.6,77.1,19.1,45.1
CS48565,Student 46566,Mechanical,6,82.0,55.3,17.1,41.7
CS48566,Student 46567,Mechanical,3,49.3,99.5,6.0,39.3
CS48567,Student 46568,Electrical,3,50.0,49.2,39.2,52.5
CS48568,Student 46569,Civil,5,94.5,61.9,71.8,23.1
CS48569,Student 46570,Mechanical,4,85.1,56.8,69.7,29.3
CS48570,Student 46571,Civil,5,87.3,72.0,64.5,23.4
CS48571,Student 46572,Mechanical,4,51.2,25.5,95.1,50.3
CS48572,Student 46573,Mechanical,5,82.8,94.6,35.9,21.9
CS48573,Student 46574,Electrical,5,33.4,20.2,16.2,75.3
CS48574,Student 46575,Mechanical,3,95.7,89.8,70.1,11.8
CS48575,Student 46576,Computer Science,5,91.4,22.1,31.3,48.3
CS48576,Student 46577,Mechanical,4,72.5,82.0,32.6,31.7
CS48577,Student 46578,Civil,6,78.3,62.3,85.0,26.8
CS48578,Student 46579,Electrical,3,78.9,47.0,58.9,37.9
CS48579,Student 46580,Mechanical,4,88.5,28.0,93.8,34.6
CS48580,Student 46581,Civil,3,45.2,24.8,80.8,55.8
CS48581,Student 46582,Electrical,4,40.3,70.6,67.9,42.1
CS48582,Student 46583,Electrical,6,47.7,77.6,10.9,47.7
CS48583,Student 46584,Mechanical,6,57.8,56.9,64.7,41.2
CS48584,Student 46585,Computer Science,5,49.6,87.5,47.1,35.7
CS48585,Student 46586,Mechanical,6,83.9,85.0,98.3,12.8
CS48586,Student 46587,Civil,5,43.0,20.5,94.4,55.7
CS48587,Student 46588,Mechanical,5,96.5,29.7,71.2,35.3
CS48588,Student 46589,Civil,5,73.6,53.4,32.3,42.7
CS48589,Student 46590,Electrical,3,95.4,25.7,39.0,43.8
CS48590,Student 46591,Civil,5,57.4,54.8,44.5,46.2
CS48591,Student 46592,Mechanical,3,37.2,61.5,43.2,51.9
CS48592,Student 46593,Civil,5,61.4,47.7,50.4,46.3
CS48593,Student 46594,Mechanical,6,87.0,86.2,7.5,29.2
CS48594,Student 46595,Civil,3,75.2,41.9,75.1,38.1
CS48595,Student 46596,Civil,3,55.9,81.3,74.7,30.2
