room_no,date,time_slot,booked_by,capacity,occupancy,utilization_pct
Seminar 1,2026-07-03,10:00,Course 340,40,6,15.0
Lab 1,2026-07-10,10:00,Course 199,30,2,6.7
Seminar 1,2026-07-19,10:00,Course 217,40,32,80.0
Conference 1,2026-07-05,14:00,Course 479,30,24,80.0
Seminar 1,2026-07-02,08:00,Course 318,40,23,57.5
Lab 1,2026-07-02,12:00,Course 263,60,5,8.3
Seminar 1,2026-07-10,14:00,Course 334,100,57,57.0
Room 101,2026-07-28,12:00,Course 289,60,41,68.3
Room 204,2026-07-06,12:00,Course 165,100,84,84.0
Auditorium A,2026-07-08,10:00,Course 333,40,10,25.0
Conference 1,2026-07-15,12:00,Course 411,30,4,13.3
Conference 1,2026-07-09,10:00,Course 237,100,24,24.0
Conference 1,2026-07-17,12:00,Course 351,30,29,96.7
Room 101,2026-07-21,12:00,Course 137,40,38,95.0
Seminar 1,2026-07-28,12:00,Course 340,60,51,85.0
Seminar 1,2026-07-19,14:00,Course 145,40,24,60.0
Lab 2,2026-07-28,14:00,Course 442,30,17,56.7
Auditorium A,2026-07-25,14:00,Course 402,60,35,58.3
Conference 1,2026-07-01,08:00,Course 249,60,2,3.3
Conference 1,2026-07-19,10:00,Course 293,40,6,15.0
Conference 1,2026-07-25,10:00,Course 266,40,10,25.0
Auditorium A,2026-07-08,14:00,Course 302,30,25,83.3
Room 204,2026-07-27,10:00,Course 375,30,20,66.7
Seminar 1,2026-07-03,12:00,Course 220,200,152,76.0
Seminar 1,2026-07-09,14:00,Course 344,100,12,12.0
Room 204,2026-07-04,10:00,Course 176,30,7,23.3
Room 204,2026-07-19,12:00,Course 281,60,60,100.0
Seminar 1,2026-07-01,14:00,Course 451,100,97,97.0
Room 101,2026-07-09,12:00,Course 251,60,58,96.7
Room 204,2026-07-28,10:00,Course 178,100,52,52.0
Room 101,2026-07-02,10:00,Course 107,40,12,30.0
Lab 2,2026-07-12,12:00,Course 185,30,30,100.0
Seminar 1,2026-07-10,14:00,Course 184,100,2,2.0
Conference 1,2026-07-01,10:00,Course 403,30,27,90.0
Conference 1,2026-07-24,10:00,Course 383,200,4,2.0
Room 101,2026-07-17,10:00,Course 333,40,17,42.5
Lab 1,2026-07-25,08:00,Course 480,40,19,47.5
Conference 1,2026-07-20,10:00,Course 416,60,55,91.7
Lab 1,2026-07-03,12:00,Course 176,30,21,70.0
Lab 1,2026-07-23,08:00,Course 156,200,199,99.5
Room 101,2026-07-01,12:00,Course 468,200,10,5.0
Auditorium A,2026-07-23,12:00,Course 246,30,21,70.0
Seminar 1,2026-07-12,12:00,Course 391,40,10,25.0
Lab 1,2026-07-23,12:00,Course 292,60,11,18.3
Auditorium A,2026-07-07,10:00,Course 209,100,47,47.0
Lab 1,2026-07-24,10:00,Course 264,30,18,60.0
Lab 2,2026-07-08,08:00,Course 332,60,57,95.0
Room 101,2026-07-27,14:00,Course 109,60,17,28.3
Lab 2,2026-07-09,08:00,Course 143,100,24,24.0
Room 101,2026-07-02,14:00,Course 469,60,38,63.3
Room 101,2026-07-17,12:00,Course 488,40,26,65.0
Lab 2,2026-07-01,12:00,Course 408,30,19,63.3
Lab 2,2026-07-01,14:00,Course 345,30,17,56.7
Seminar 1,2026-07-01,12:00,Course 125,200,14,7.0
Lab 1,2026-07-13,10:00,Course 363,40,6,15.0
Lab 2,2026-07-07,14:00,Course 267,60,22,36.7
Room 101,2026-07-13,12:00,Course 177,60,60,100.0
Lab 2,2026-07-08,10:00,Course 190,30,23,76.7
Lab 1,2026-07-23,10:00,Course 275,100,39,39.0
Seminar 1,2026-07-14,12:00,Course 115,40,9,22.5
Auditorium A,2026-07-26,08:00,Course 365,40,29,72.5
Auditorium A,2026-07-16,08:00,Course 155,60,46,76.7
Room 204,2026-07-11,12:00,Course 169,60,32,53.3
Lab 2,2026-07-15,12:00,Course 226,40,29,72.5
Room 204,2026-07-02,10:00,Course 111,100,100,100.0
Conference 1,2026-07-20,14:00,Course 258,40,34,85.0
Lab 2,2026-07-12,08:00,Course 320,40,11,27.5
Lab 1,2026-07-01,12:00,Course 266,40,8,20.0
Seminar 1,2026-07-12,08:00,Course 420,100,43,43.0
Room 204,2026-07-01,10:00,Course 116,100,57,57.0
Conference 1,2026-07-14,12:00,Course 399,200,158,79.0
Conference 1,2026-07-18,10:00,Course 485,60,7,11.7
Lab 2,2026-07-01,12:00,Course 393,30,29,96.7
Seminar 1,2026-07-16,12:00,Course 344,30,26,86.7
Room 204,2026-07-12,14:00,Course 309,60,46,76.7
Auditorium A,2026-07-17,10:00,Course 213,40,25,62.5
Conference 1,2026-07-06,08:00,Course 128,30,23,76.7
Room 204,2026-07-24,12:00,Course 183,30,20,66.7
Lab 1,2026-07-23,14:00,Course 282,40,33,82.5
Lab 1,2026-07-27,08:00,Course 239,100,94,94.0
Room 204,2026-07-01,08:00,Course 341,40,40,100.0
Lab 2,2026-07-18,10:00,Course 258,100,27,27.0
Conference 1,2026-07-20,10:00,Course 199,40,8,20.0
Conference 1,2026-07-13,08:00,Course 399,40,29,72.5
Seminar 1,2026-07-04,12:00,Course 334,40,5,12.5
Auditorium A,2026-07-08,14:00,Course 194,100,11,11.0
Conference 1,2026-07-05,14:00,Course 477,100,32,32.0
Auditorium A,2026-07-27,10:00,Course 257,100,48,48.0
Lab 2,2026-07-26,08:00,Course 167,60,35,58.3
Auditorium A,2026-07-04,08:00,Course 117,200,117,58.5
Room 204,2026-07-01,12:00,Course 373,60,7,11.7
Conference 1,2026-07-21,14:00,Course 356,200,25,12.5
Seminar 1,2026-07-24,10:00,Course 238,100,40,40.0
Conference 1,2026-07-06,10:00,Course 281,30,7,23.3
Lab 1,2026-07-04,08:00,Course 142,100,68,68.0
Auditorium A,2026-07-20,10:00,Course 309,100,81,81.0
Lab 1,2026-07-23,10:00,Course 500,200,90,45.0
Conference 1,2026-07-16,10:00,Course 270,100,71,71.0
Room 204,2026-07-10,12:00,Course 446,30,8,26.7
Seminar 1,2026-07-02,10:00,Course 158,30,4,13.3
Lab 2,2026-07-17,08:00,Course 242,200,140,70.0
Lab 1,2026-07-15,12:00,Course 365,30,6,20.0
Conference 1,2026-07-11,08:00,Course 228,100,20,20.0
Auditorium A,2026-07-10,08:00,Course 461,40,13,32.5
Lab 1,2026-07-11,12:00,Course 132,60,7,11.7
Room 101,2026-07-28,14:00,Course 236,40,20,50.0
Room 204,2026-07-23,10:00,Course 160,60,39,65.0
Room 204,2026-07-25,14:00,Course 461,40,37,92.5
Room 101,2026-07-14,12:00,Course 115,30,7,23.3
Seminar 1,2026-07-22,12:00,Course 452,40,30,75.0
Room 101,2026-07-27,14:00,Course 118,30,17,56.7
Auditorium A,2026-07-19,10:00,Course 313,60,37,61.7
Lab 2,2026-07-04,12:00,Course 236,100,0,0.0
Lab 1,2026-07-26,12:00,Course 150,200,30,15.0
Seminar 1,2026-07-28,12:00,Course 343,200,45,22.5
Room 204,2026-07-05,08:00,Course 198,60,49,81.7
Room 101,2026-07-09,12:00,Course 280,60,56,93.3
Lab 1,2026-07-05,14:00,Course 172,30,20,66.7
Auditorium A,2026-07-28,12:00,Course 120,30,26,86.7
Conference 1,2026-07-18,12:00,Course 171,40,33,82.5
Auditorium A,2026-07-14,08:00,Course 185,40,16,40.0
Seminar 1,2026-07-15,10:00,Course 157,60,4,6.7
Lab 1,2026-07-28,08:00,Course 498,100,71,71.0
Lab 1,2026-07-27,12:00,Course 282,30,12,40.0
Conference 1,2026-07-11,08:00,Course 435,60,34,56.7
Conference 1,2026-07-01,12:00,Course 488,60,21,35.0
Room 101,2026-07-02,14:00,Course 104,60,11,18.3
Room 204,2026-07-19,14:00,Course 324,40,30,75.0
Room 101,2026-07-22,14:00,Course 343,200,127,63.5
Auditorium A,2026-07-06,08:00,Course 476,30,12,40.0
Auditorium A,2026-07-23,08:00,Course 171,60,5,8.3
Lab 1,2026-07-27,14:00,Course 424,60,45,75.0
Room 204,2026-07-27,08:00,Course 104,100,36,36.0
Lab 1,2026-07-23,12:00,Course 378,200,21,10.5
Conference 1,2026-07-27,08:00,Course 469,60,48,80.0
Lab 2,2026-07-24,12:00,Course 421,30,20,66.7
Auditorium A,2026-07-11,12:00,Course 276,60,28,46.7
Auditorium A,2026-07-11,08:00,Course 230,200,82,41.0
Conference 1,2026-07-05,10:00,Course 126,100,98,98.0
Conference 1,2026-07-06,08:00,Course 431,30,20,66.7
Auditorium A,2026-07-16,10:00,Course 177,40,5,12.5
Room 204,2026-07-24,14:00,Course 449,60,3,5.0
Lab 2,2026-07-07,12:00,Course 377,100,78,78.0
Conference 1,2026-07-14,10:00,Course 343,30,11,36.7
Seminar 1,2026-07-19,14:00,Course 455,100,66,66.0
Seminar 1,2026-07-04,12:00,Course 467,30,0,0.0
Seminar 1,2026-07-16,08:00,Course 302,30,7,23.3
Room 204,2026-07-24,14:00,Course 114,200,83,41.5
Room 204,2026-07-02,10:00,Course 288,60,1,1.7
Auditorium A,2026-07-04,08:00,Course 152,60,7,11.7
Lab 2,2026-07-25,08:00,Course 411,100,41,41.0
Lab 1,2026-07-23,08:00,Course 285,100,41,41.0
Seminar 1,2026-07-27,08:00,Course 114,30,13,43.3
Room 204,2026-07-07,08:00,Course 111,30,14,46.7
Lab 1,2026-07-04,08:00,Course 486,100,96,96.0
Lab 1,2026-07-06,08:00,Course 184,200,118,59.0
Conference 1,2026-07-24,14:00,Course 183,200,2,1.0
Conference 1,2026-07-14,10:00,Course 118,200,169,84.5
Conference 1,2026-07-22,08:00,Course 480,100,17,17.0
Lab 2,2026-07-07,10:00,Course 299,100,7,7.0
Room 204,2026-07-21,10:00,Course 435,200,135,67.5
Lab 2,2026-07-06,10:00,Course 264,200,185,92.5
Lab 2,2026-07-07,14:00,Course 331,60,28,46.7
Conference 1,2026-07-09,14:00,Course 441,200,146,73.0
Auditorium A,2026-07-22,12:00,Course 186,200,39,19.5
Lab 2,2026-07-28,14:00,Course 458,30,15,50.0
Room 101,2026-07-03,12:00,Course 447,60,36,60.0
Conference 1,2026-07-27,12:00,Course 427,100,74,74.0
Seminar 1,2026-07-03,14:00,Course 164,30,10,33.3
Seminar 1,2026-07-05,14:00,Course 358,30,3,10.0
Seminar 1,2026-07-07,12:00,Course 451,60,23,38.3
Room 204,2026-07-16,08:00,Course 296,100,67,67.0
Conference 1,2026-07-14,08:00,Course 275,30,15,50.0
Seminar 1,2026-07-16,12:00,Course 112,100,1,1.0
Seminar 1,2026-07-27,14:00,Course 475,40,9,22.5
Lab 1,2026-07-19,12:00,Course 149,40,14,35.0
Lab 1,2026-07-05,10:00,Course 335,40,33,82.5
Room 101,2026-07-08,14:00,Course 418,60,32,53.3
Conference 1,2026-07-09,14:00,Course 262,60,25,41.7
Lab 1,2026-07-10,14:00,Course 468,30,18,60.0
Lab 1,2026-07-20,08:00,Course 152,40,10,25.0
Conference 1,2026-07-15,12:00,Course 405,60,31,51.7
Lab 2,2026-07-10,10:00,Course 133,100,65,65.0
Auditorium A,2026-07-08,10:00,Course 141,60,52,86.7
Seminar 1,2026-07-13,10:00,Course 147,40,7,17.5
Room 204,2026-07-23,10:00,Course 366,200,183,91.5
Auditorium A,2026-07-12,08:00,Course 176,200,166,83.0
Lab 2,2026-07-22,08:00,Course 231,200,60,30.0
Conference 1,2026-07-14,14:00,Course 393,100,90,90.0
Seminar 1,2026-07-06,12:00,Course 465,200,74,37.0
Auditorium A,2026-07-24,14:00,Course 313,200,75,37.5
Lab 2,2026-07-19,12:00,Course 316,30,20,66.7
Lab 2,2026-07-12,10:00,Course 460,200,98,49.0
Seminar 1,2026-07-07,10:00,Course 485,200,155,77.5
Room 101,2026-07-16,08:00,Course 357,100,75,75.0
Seminar 1,2026-07-16,08:00,Course 398,30,20,66.7
Auditorium A,2026-07-02,08:00,Course 207,60,11,18.3
Lab 2,2026-07-09,08:00,Course 483,30,7,23.3
Lab 2,2026-07-06,12:00,Course 417,40,15,37.5
Auditorium A,2026-07-18,10:00,Course 156,200,46,23.0
Lab 1,2026-07-12,10:00,Course 283,30,0,0.0
Auditorium A,2026-07-27,14:00,Course 396,30,25,83.3
Seminar 1,2026-07-06,14:00,Course 207,100,68,68.0
Conference 1,2026-07-26,12:00,Course 368,40,8,20.0
Auditorium A,2026-07-08,10:00,Course 166,200,81,40.5
Conference 1,2026-07-20,10:00,Course 136,200,177,88.5
Lab 2,2026-07-20,08:00,Course 366,60,15,25.0
Auditorium A,2026-07-14,10:00,Course 430,200,28,14.0
Lab 2,2026-07-06,14:00,Course 197,40,40,100.0
Room 101,2026-07-03,14:00,Course 358,100,89,89.0
Room 101,2026-07-02,14:00,Course 300,30,23,76.7
Lab 2,2026-07-22,14:00,Course 391,60,12,20.0
Seminar 1,2026-07-28,08:00,Course 309,30,20,66.7
Lab 2,2026-07-11,08:00,Course 103,60,53,88.3
Auditorium A,2026-07-13,10:00,Course 475,30,1,3.3
Room 204,2026-07-03,12:00,Course 304,30,4,13.3
Auditorium A,2026-07-02,12:00,Course 232,60,49,81.7
Auditorium A,2026-07-21,12:00,Course 115,60,42,70.0
Lab 1,2026-07-25,14:00,Course 342,200,107,53.5
Lab 1,2026-07-14,12:00,Course 374,60,35,58.3
Lab 1,2026-07-06,14:00,Course 325,60,6,10.0
Room 101,2026-07-12,10:00,Course 379,30,7,23.3
Room 204,2026-07-23,08:00,Course 344,60,28,46.7
Room 204,2026-07-07,14:00,Course 394,60,30,50.0
Seminar 1,2026-07-26,14:00,Course 441,60,43,71.7
Lab 2,2026-07-12,10:00,Course 381,100,94,94.0
Seminar 1,2026-07-01,14:00,Course 325,40,11,27.5
Room 101,2026-07-23,14:00,Course 249,60,1,1.7
Lab 1,2026-07-03,10:00,Course 416,30,27,90.0
Seminar 1,2026-07-19,12:00,Course 134,30,9,30.0
Conference 1,2026-07-01,10:00,Course 323,40,22,55.0
Seminar 1,2026-07-15,10:00,Course 367,40,23,57.5
Conference 1,2026-07-12,12:00,Course 227,100,97,97.0
Conference 1,2026-07-25,12:00,Course 445,200,30,15.0
Room 101,2026-07-18,12:00,Course 191,200,119,59.5
Lab 2,2026-07-17,14:00,Course 457,60,11,18.3
Auditorium A,2026-07-25,14:00,Course 485,100,75,75.0
Conference 1,2026-07-04,12:00,Course 413,60,40,66.7
Room 101,2026-07-21,10:00,Course 486,200,57,28.5
Lab 1,2026-07-16,14:00,Course 249,60,58,96.7
Room 101,2026-07-16,14:00,Course 150,100,0,0.0
Auditorium A,2026-07-02,12:00,Course 182,30,11,36.7
Lab 2,2026-07-09,12:00,Course 338,30,0,0.0
Room 101,2026-07-16,08:00,Course 295,100,9,9.0
Auditorium A,2026-07-13,12:00,Course 338,30,26,86.7
Lab 1,2026-07-07,14:00,Course 348,60,2,3.3
Seminar 1,2026-07-08,14:00,Course 233,100,17,17.0
Lab 2,2026-07-19,10:00,Course 444,30,10,33.3
Room 204,2026-07-19,12:00,Course 426,100,83,83.0
Lab 1,2026-07-11,08:00,Course 379,30,15,50.0
Room 101,2026-07-18,14:00,Course 302,60,1,1.7
Conference 1,2026-07-23,14:00,Course 306,200,5,2.5
Room 204,2026-07-24,12:00,Course 316,100,29,29.0
Conference 1,2026-07-14,12:00,Course 227,40,18,45.0
Room 204,2026-07-01,14:00,Course 261,40,2,5.0
Room 204,2026-07-02,08:00,Course 172,40,26,65.0
Lab 1,2026-07-26,12:00,Course 322,30,24,80.0
Conference 1,2026-07-03,14:00,Course 205,100,68,68.0
Auditorium A,2026-07-08,14:00,Course 220,60,44,73.3
Seminar 1,2026-07-05,14:00,Course 436,30,23,76.7
Lab 2,2026-07-26,08:00,Course 156,100,92,92.0
Seminar 1,2026-07-02,08:00,Course 413,40,7,17.5
Room 101,2026-07-14,14:00,Course 254,30,11,36.7
Conference 1,2026-07-06,08:00,Course 260,200,113,56.5
Room 101,2026-07-22,10:00,Course 162,100,22,22.0
Lab 2,2026-07-06,08:00,Course 462,40,39,97.5
Room 204,2026-07-02,12:00,Course 384,40,31,77.5
Conference 1,2026-07-28,12:00,Course 212,100,11,11.0
Auditorium A,2026-07-01,12:00,Course 234,200,22,11.0
Room 101,2026-07-12,10:00,Course 270,40,15,37.5
Auditorium A,2026-07-18,14:00,Course 417,200,89,44.5
Seminar 1,2026-07-20,14:00,Course 197,30,30,100.0
Lab 1,2026-07-03,10:00,Course 229,40,30,75.0
Room 101,2026-07-02,08:00,Course 249,200,151,75.5
Room 101,2026-07-13,14:00,Course 337,60,38,63.3
Seminar 1,2026-07-14,14:00,Course 248,200,128,64.0
Conference 1,2026-07-18,10:00,Course 211,200,48,24.0
Room 101,2026-07-08,08:00,Course 392,200,86,43.0
Auditorium A,2026-07-09,14:00,Course 437,60,6,10.0
Lab 1,2026-07-05,08:00,Course 225,100,84,84.0
Lab 1,2026-07-28,10:00,Course 421,200,8,4.0
Seminar 1,2026-07-09,12:00,Course 495,200,10,5.0
Lab 1,2026-07-17,10:00,Course 334,30,9,30.0
Lab 2,2026-07-03,12:00,Course 184,40,14,35.0
Auditorium A,2026-07-02,08:00,Course 108,60,17,28.3
Room 101,2026-07-18,10:00,Course 129,30,1,3.3
Conference 1,2026-07-25,08:00,Course 456,100,86,86.0
Lab 2,2026-07-26,08:00,Course 461,30,22,73.3
Room 101,2026-07-15,08:00,Course 396,100,44,44.0
Room 204,2026-07-15,10:00,Course 190,60,60,100.0
Lab 1,2026-07-03,10:00,Course 379,40,13,32.5
Room 101,2026-07-18,14:00,Course 331,60,21,35.0
Lab 1,2026-07-09,12:00,Course 434,30,24,80.0
Room 101,2026-07-01,10:00,Course 167,40,35,87.5
Room 101,2026-07-17,14:00,Course 387,200,152,76.0
Room 204,2026-07-02,12:00,Course 402,30,15,50.0
Room 204,2026-07-01,12:00,Course 246,60,41,68.3
Auditorium A,2026-07-23,12:00,Course 228,60,60,100.0
Auditorium A,2026-07-19,10:00,Course 464,40,18,45.0
Room 204,2026-07-20,08:00,Course 488,200,12,6.0
Lab 2,2026-07-12,12:00,Course 279,60,59,98.3
Lab 2,2026-07-18,08:00,Course 398,60,4,6.7
Conference 1,2026-07-04,10:00,Course 470,200,26,13.0
Lab 2,2026-07-27,08:00,Course 172,100,93,93.0
Lab 2,2026-07-25,14:00,Course 456,100,72,72.0
Seminar 1,2026-07-28,10:00,Course 313,30,21,70.0
Auditorium A,2026-07-17,14:00,Course 264,40,6,15.0
Auditorium A,2026-07-28,10:00,Course 451,60,51,85.0
Room 204,2026-07-20,14:00,Course 143,30,12,40.0
Conference 1,2026-07-01,12:00,Course 201,100,20,20.0
Lab 2,2026-07-06,08:00,Course 352,40,21,52.5
Room 204,2026-07-15,14:00,Course 273,30,0,0.0
Seminar 1,2026-07-17,08:00,Course 418,100,3,3.0
Seminar 1,2026-07-15,08:00,Course 461,200,65,32.5
Lab 1,2026-07-10,10:00,Course 344,30,17,56.7
Lab 1,2026-07-08,12:00,Course 145,100,44,44.0
Seminar 1,2026-07-18,10:00,Course 278,40,34,85.0
Room 101,2026-07-18,10:00,Course 155,200,80,40.0
Seminar 1,2026-07-09,08:00,Course 242,40,18,45.0
Auditorium A,2026-07-20,12:00,Course 182,100,95,95.0
Auditorium A,2026-07-21,14:00,Course 429,100,36,36.0
Auditorium A,2026-07-07,14:00,Course 378,100,83,83.0
Auditorium A,2026-07-20,08:00,Course 413,60,15,25.0
Seminar 1,2026-07-18,08:00,Course 163,200,70,35.0
Conference 1,2026-07-20,10:00,Course 454,30,16,53.3
Auditorium A,2026-07-07,08:00,Course 245,60,14,23.3
Room 101,2026-07-27,12:00,Course 151,40,39,97.5
Room 204,2026-07-12,08:00,Course 280,200,26,13.0
Lab 2,2026-07-05,12:00,Course 419,30,27,90.0
Auditorium A,2026-07-24,08:00,Course 299,60,21,35.0
Auditorium A,2026-07-18,14:00,Course 160,100,8,8.0
Lab 2,2026-07-21,10:00,Course 453,60,32,53.3
Lab 2,2026-07-09,08:00,Course 379,60,16,26.7
Lab 1,2026-07-24,14:00,Course 420,200,160,80.0
Conference 1,2026-07-19,08:00,Course 359,100,43,43.0
Seminar 1,2026-07-27,12:00,Course 333,100,24,24.0
Conference 1,2026-07-14,14:00,Course 266,100,33,33.0
Room 204,2026-07-12,14:00,Course 323,200,32,16.0
Lab 1,2026-07-08,08:00,Course 420,40,36,90.0
Room 204,2026-07-05,14:00,Course 418,60,35,58.3
Lab 1,2026-07-24,08:00,Course 218,30,16,53.3
Room 101,2026-07-16,14:00,Course 381,200,105,52.5
Conference 1,2026-07-15,10:00,Course 277,60,48,80.0
Auditorium A,2026-07-07,14:00,Course 401,30,2,6.7
Auditorium A,2026-07-27,08:00,Course 398,30,14,46.7
Lab 2,2026-07-28,10:00,Course 241,40,28,70.0
Lab 2,2026-07-23,12:00,Course 500,30,1,3.3
Seminar 1,2026-07-12,14:00,Course 210,30,14,46.7
Lab 2,2026-07-08,10:00,Course 102,40,12,30.0
Seminar 1,2026-07-15,14:00,Course 121,30,14,46.7
Auditorium A,2026-07-26,14:00,Course 450,200,63,31.5
Auditorium A,2026-07-20,10:00,Course 493,60,49,81.7
Lab 1,2026-07-24,08:00,Course 182,200,59,29.5
Room 101,2026-07-01,08:00,Course 361,30,11,36.7
Seminar 1,2026-07-09,08:00,Course 460,200,159,79.5
Seminar 1,2026-07-03,12:00,Course 152,30,20,66.7
Lab 2,2026-07-08,08:00,Course 438,200,153,76.5
Room 204,2026-07-12,12:00,Course 496,60,47,78.3
Lab 2,2026-07-02,12:00,Course 380,40,24,60.0
Auditorium A,2026-07-14,10:00,Course 123,100,43,43.0
Room 204,2026-07-06,12:00,Course 213,200,7,3.5
Room 204,2026-07-08,10:00,Course 335,200,1,0.5
Lab 2,2026-07-18,14:00,Course 126,40,6,15.0
Conference 1,2026-07-11,10:00,Course 209,200,183,91.5
Conference 1,2026-07-10,10:00,Course 288,200,133,66.5
Seminar 1,2026-07-09,14:00,Course 467,60,2,3.3
Lab 2,2026-07-17,12:00,Course 462,40,14,35.0
Room 101,2026-07-13,08:00,Course 245,30,0,0.0
Room 101,2026-07-07,10:00,Course 443,30,15,50.0
Auditorium A,2026-07-19,12:00,Course 144,100,12,12.0
Lab 1,2026-07-09,14:00,Course 180,40,21,52.5
Conference 1,2026-07-18,12:00,Course 140,200,162,81.0
Auditorium A,2026-07-16,14:00,Course 183,40,31,77.5
Room 204,2026-07-03,14:00,Course 115,30,8,26.7
Lab 2,2026-07-08,12:00,Course 128,100,75,75.0
Auditorium A,2026-07-05,10:00,Course 175,30,25,83.3
Seminar 1,2026-07-20,12:00,Course 158,60,17,28.3
Room 101,2026-07-18,12:00,Course 107,40,4,10.0
Seminar 1,2026-07-21,10:00,Course 479,40,33,82.5
Lab 2,2026-07-28,14:00,Course 283,60,37,61.7
Lab 1,2026-07-13,14:00,Course 262,60,55,91.7
Seminar 1,2026-07-17,08:00,Course 445,40,7,17.5
Room 204,2026-07-11,08:00,Course 148,60,17,28.3
Auditorium A,2026-07-12,10:00,Course 247,30,18,60.0
Seminar 1,2026-07-01,14:00,Course 335,100,19,19.0
Conference 1,2026-07-04,08:00,Course 494,40,31,77.5
Conference 1,2026-07-05,12:00,Course 347,200,163,81.5
Lab 2,2026-07-17,10:00,Course 109,100,58,58.0
Room 204,2026-07-22,12:00,Course 374,100,81,81.0
Lab 1,2026-07-14,14:00,Course 431,100,100,100.0
Room 204,2026-07-12,12:00,Course 317,200,176,88.0
Seminar 1,2026-07-27,14:00,Course 102,100,4,4.0
Seminar 1,2026-07-06,14:00,Course 272,60,45,75.0
Conference 1,2026-07-23,14:00,Course 296,60,49,81.7
Lab 2,2026-07-18,14:00,Course 495,60,15,25.0
Room 101,2026-07-07,12:00,Course 365,200,142,71.0
Seminar 1,2026-07-09,10:00,Course 107,200,85,42.5
Room 204,2026-07-04,12:00,Course 362,60,15,25.0
Lab 2,2026-07-21,08:00,Course 343,40,16,40.0
Conference 1,2026-07-03,14:00,Course 268,30,25,83.3
Seminar 1,2026-07-22,12:00,Course 371,60,48,80.0
Lab 2,2026-07-19,12:00,Course 450,200,192,96.0
Lab 1,2026-07-08,08:00,Course 479,40,4,10.0
Room 101,2026-07-02,10:00,Course 154,200,58,29.0
Room 204,2026-07-27,10:00,Course 265,200,59,29.5
Lab 2,2026-07-10,12:00,Course 480,60,42,70.0
Room 101,2026-07-11,12:00,Course 394,40,0,0.0
Room 204,2026-07-06,10:00,Course 470,200,59,29.5
Lab 2,2026-07-14,08:00,Course 256,40,37,92.5
Room 204,2026-07-26,12:00,Course 302,200,72,36.0
Lab 1,2026-07-01,08:00,Course 237,100,29,29.0
Seminar 1,2026-07-17,14:00,Course 261,200,74,37.0
Lab 2,2026-07-16,12:00,Course 118,60,4,6.7
Lab 1,2026-07-17,10:00,Course 404,30,14,46.7
Seminar 1,2026-07-11,12:00,Course 248,200,148,74.0
Lab 1,2026-07-02,08:00,Course 483,100,17,17.0
Seminar 1,2026-07-17,14:00,Course 160,30,16,53.3
Room 204,2026-07-04,10:00,Course 285,60,38,63.3
Lab 2,2026-07-08,10:00,Course 223,30,25,83.3
Lab 1,2026-07-12,10:00,Course 258,200,15,7.5
Conference 1,2026-07-14,08:00,Course 258,200,25,12.5
Seminar 1,2026-07-08,14:00,Course 148,30,9,30.0
Lab 1,2026-07-21,08:00,Course 331,30,29,96.7
Seminar 1,2026-07-26,10:00,Course 458,200,96,48.0
Room 204,2026-07-24,08:00,Course 461,60,20,33.3
Room 101,2026-07-04,12:00,Course 305,60,40,66.7
Lab 1,2026-07-19,14:00,Course 143,60,32,53.3
Room 204,2026-07-22,14:00,Course 487,30,29,96.7
Auditorium A,2026-07-01,10:00,Course 270,60,49,81.7
Lab 1,2026-07-20,14:00,Course 112,200,91,45.5
Conference 1,2026-07-27,08:00,Course 378,30,18,60.0
Seminar 1,2026-07-24,08:00,Course 225,30,22,73.3
Auditorium A,2026-07-05,14:00,Course 111,60,47,78.3
Room 101,2026-07-22,14:00,Course 323,40,3,7.5
Auditorium A,2026-07-27,14:00,Course 258,60,38,63.3
Conference 1,2026-07-14,14:00,Course 326,30,12,40.0
Conference 1,2026-07-02,10:00,Course 457,100,86,86.0
Auditorium A,2026-07-03,14:00,Course 153,100,11,11.0
Conference 1,2026-07-10,14:00,Course 231,60,42,70.0
Auditorium A,2026-07-10,14:00,Course 247,200,144,72.0
Room 101,2026-07-19,12:00,Course 227,60,11,18.3
Auditorium A,2026-07-17,12:00,Course 288,200,12,6.0
Room 204,2026-07-19,12:00,Course 361,60,1,1.7
Room 101,2026-07-16,10:00,Course 321,100,64,64.0
Seminar 1,2026-07-10,12:00,Course 449,40,25,62.5
Conference 1,2026-07-08,12:00,Course 367,40,32,80.0
Auditorium A,2026-07-04,08:00,Course 410,200,29,14.5
Auditorium A,2026-07-28,12:00,Course 203,60,41,68.3
Lab 1,2026-07-20,14:00,Course 185,40,2,5.0
Seminar 1,2026-07-10,08:00,Course 199,200,36,18.0
Seminar 1,2026-07-12,10:00,Course 382,200,131,65.5
Room 204,2026-07-05,14:00,Course 314,40,26,65.0
Conference 1,2026-07-16,10:00,Course 165,30,10,33.3
Conference 1,2026-07-16,08:00,Course 406,100,41,41.0
Auditorium A,2026-07-19,10:00,Course 265,40,25,62.5
Auditorium A,2026-07-20,08:00,Course 119,100,28,28.0
Auditorium A,2026-07-24,10:00,Course 204,60,25,41.7
Conference 1,2026-07-07,10:00,Course 130,30,17,56.7
Conference 1,2026-07-20,10:00,Course 291,30,29,96.7
Seminar 1,2026-07-23,10:00,Course 457,60,55,91.7
Lab 2,2026-07-20,10:00,Course 267,60,4,6.7
