roll_no,name,branch,cgpa,technical_score,communication_score,internship_experience,readiness_index
CS38075,Student 36076,Civil,5.0,88.6,51.1,0,60.8
CS38076,Student 36077,Civil,8.6,98.6,90.2,3,86.7
CS38077,Student 36078,Mechanical,5.8,41.6,58.4,2,47.8
CS38078,Student 36079,Computer Science,9.5,83.4,30.2,2,63.4
CS38079,Student 36080,Electrical,6.3,34.0,49.8,1,42.1
CS38080,Student 36081,Electrical,5.3,98.0,84.8,0,75.2
CS38081,Student 36082,Computer Science,9.2,72.9,49.2,3,65.3
CS38082,Student 36083,Mechanical,8.6,98.6,50.3,2,73.7
CS38083,Student 36084,Computer Science,7.9,63.3,33.3,1,52.1
CS38084,Student 36085,Mechanical,6.7,81.8,32.5,0,55.9
CS38085,Student 36086,Electrical,9.2,30.7,53.4,1,47.7
CS38086,Student 36087,Civil,7.0,50.4,34.8,1,45.6
CS38087,Student 36088,Mechanical,8.1,48.3,37.2,0,46.7
CS38088,Student 36089,Computer Science,6.7,42.1,50.7,0,45.4
CS38089,Student 36090,Mechanical,6.7,57.7,50.0,0,51.5
CS38090,Student 36091,Civil,7.9,67.4,93.4,1,71.8
CS38091,Student 36092,Civil,7.4,70.1,91.2,3,73.2
CS38092,Student 36093,Civil,9.3,63.7,30.6,1,54.3
CS38093,Student 36094,Electrical,9.7,46.7,80.0,3,65.1
CS38094,Student 36095,Electrical,9.3,49.1,91.8,2,67.8
CS38095,Student 36096,Civil,6.8,86.6,67.5,2,70.5
CS38096,Student 36097,Mechanical,7.7,89.2,96.3,3,83.0
CS38097,Student 36098,Electrical,6.4,50.0,61.3,0,51.2
CS38098,Student 36099,Mechanical,6.4,75.3,30.7,1,53.1
CS38099,Student 36100,Civil,10.0,80.6,62.1,3,73.9
CS38100,Student 36101,Civil,8.1,62.6,63.7,0,60.4
CS38101,Student 36102,Mechanical,6.5,90.2,74.4,0,71.4
CS38102,Student 36103,Computer Science,8.5,42.1,55.3,2,52.4
CS38103,Student 36104,Civil,7.7,47.0,56.7,1,52.2
CS38104,Student 36105,Electrical,5.7,55.2,55.1,3,53.0
CS38105,Student 36106,Computer Science,9.6,76.6,89.9,0,76.8
CS38106,Student 36107,Mechanical,7.2,65.5,74.0,0,62.8
CS38107,Student 36108,Computer Science,6.8,94.0,50.5,2,68.3
CS38108,Student 36109,Electrical,8.0,72.7,75.6,1,68.8
CS38109,Student 36110,Computer Science,6.5,47.7,47.7,3,49.4
CS38110,Student 36111,Civil,7.0,53.5,81.7,0,59.9
CS38111,Student 36112,Electrical,9.4,86.7,80.8,3,80.7
CS38112,Student 36113,Computer Science,7.5,88.5,41.4,1,63.8
CS38113,Student 36114,Computer Science,8.6,74.7,66.1,2,68.9
CS38114,Student 36115,Computer Science,9.5,44.8,49.9,3,54.9
CS38115,Student 36116,Computer Science,6.8,77.7,42.9,2,59.6
CS38116,Student 36117,Computer Science,6.9,98.1,71.1,2,76.4
CS38117,Student 36118,Electrical,7.8,89.4,58.4,2,70.9
CS38118,Student 36119,Mechanical,7.0,74.9,46.9,1,59.0
CS38119,Student 36120,Computer Science,8.8,52.9,46.9,2,54.8
CS38120,Student 36121,Electrical,6.2,77.1,56.6,2,62.2
CS38121,Student 36122,Civil,6.3,39.5,49.4,1,44.2
CS38122,Student 36123,Computer Science,5.6,34.0,62.3,1,44.5
CS38123,Student 36124,Civil,6.2,97.1,31.4,0,60.7
CS38124,Student 36125,Civil,6.1,93.6,53.0,1,66.5
CS38125,Student 36126,Civil,9.6,37.7,57.2,0,51.4
CS38126,Student 36127,Electrical,6.7,93.7,99.0,2,82.6
CS38127,Student 36128,Mechanical,5.8,52.4,51.0,0,47.9
CS38128,Student 36129,Computer Science,9.0,99.1,64.5,1,78.0
CS38129,Student 36130,Computer Science,5.4,61.1,88.0,1,62.6
CS38130,Student 36131,Mechanical,5.2,60.0,33.7,3,47.5
CS38131,Student 36132,Computer Science,8.0,56.6,35.4,1,50.3
CS38132,Student 36133,Electrical,8.7,60.9,98.2,1,72.2
CS38133,Student 36134,Civil,8.0,71.5,91.6,0,72.1
CS38134,Student 36135,Electrical,7.2,92.5,61.9,1,71.0
CS38135,Student 36136,Mechanical,6.6,99.1,78.9,2,78.5
CS38136,Student 36137,Electrical,9.0,44.1,69.3,2,58.4
CS38137,Student 36138,Electrical,7.9,31.8,88.2,3,58.0
CS38138,Student 36139,Electrical,6.4,64.6,41.5,3,54.1
CS38139,Student 36140,Computer Science,8.0,77.4,68.4,2,69.5
CS38140,Student 36141,Computer Science,5.2,58.7,81.1,2,60.2
CS38141,Student 36142,Mechanical,9.4,96.1,92.6,3,88.0
CS38142,Student 36143,Civil,6.5,61.4,37.4,0,48.8
CS38143,Student 36144,Civil,6.3,38.5,89.9,0,55.0
CS38144,Student 36145,Computer Science,5.6,67.8,88.1,0,64.8
CS38145,Student 36146,Civil,7.1,36.3,80.7,3,55.9
CS38146,Student 36147,Computer Science,9.0,57.8,78.6,3,67.7
CS38147,Student 36148,Mechanical,8.7,78.6,48.3,1,64.3
CS38148,Student 36149,Computer Science,8.8,46.2,70.4,1,58.2
CS38149,Student 36150,Electrical,6.6,69.4,35.1,0,51.5
CS38150,Student 36151,Civil,9.9,82.8,57.4,3,73.1
CS38151,Student 36152,Computer Science,6.2,95.6,54.4,0,67.0
CS38152,Student 36153,Civil,7.7,48.4,31.7,0,44.3
CS38153,Student 36154,Civil,9.9,61.6,54.1,3,63.7
CS38154,Student 36155,Electrical,9.2,92.7,98.3,2,87.0
CS38155,Student 36156,Computer Science,5.9,93.9,47.2,2,65.5
CS38156,Student 36157,Civil,7.0,95.2,82.3,1,77.8
CS38157,Student 36158,Mechanical,9.7,34.6,30.2,0,42.3
CS38158,Student 36159,Civil,7.6,66.8,92.4,1,70.6
CS38159,Student 36160,Mechanical,6.8,71.0,78.6,3,68.6
CS38160,Student 36161,Civil,9.7,90.0,62.8,3,77.2
CS38161,Student 36162,Electrical,8.5,47.4,65.9,0,55.7
CS38162,Student 36163,Electrical,9.3,96.0,90.8,2,86.2
CS38163,Student 36164,Computer Science,7.4,32.7,79.0,2,53.6
CS38164,Student 36165,Civil,9.1,79.7,84.0,1,76.3
CS38165,Student 36166,Civil,6.4,72.2,52.6,2,59.5
CS38166,Student 36167,Mechanical,9.9,65.8,59.4,0,63.9
CS38167,Student 36168,Mechanical,6.1,65.4,63.2,0,57.3
CS38168,Student 36169,Electrical,9.6,95.4,66.9,3,80.4
CS38169,Student 36170,Civil,8.9,45.0,66.9,1,56.9
CS38170,Student 36171,Civil,9.3,78.4,81.2,0,74.3
CS38171,Student 36172,Mechanical,6.9,88.5,77.0,1,73.3
CS38172,Student 36173,Civil,7.5,42.8,65.7,1,52.8
CS38173,Student 36174,Civil,8.9,73.7,49.6,0,62.2
CS38174,Student 36175,Computer Science,8.6,94.2,57.1,3,75.0
CS38175,Student 36176,Civil,9.4,30.2,70.3,2,54.0
CS38176,Student 36177,Civil,9.8,41.2,36.0,2,48.9
CS38177,Student 36178,Civil,9.1,90.9,78.4,2,80.1
CS38178,Student 36179,Electrical,7.7,51.4,78.8,3,62.6
CS38179,Student 36180,Mechanical,7.6,84.9,74.9,0,71.6
CS38180,Student 36181,Computer Science,9.1,49.1,90.8,2,67.1
CS38181,Student 36182,Civil,9.5,91.4,60.8,3,76.8
CS38182,Student 36183,Electrical,6.2,50.3,65.8,3,55.3
CS38183,Student 36184,Civil,5.4,85.0,39.9,3,59.8
CS38184,Student 36185,Civil,7.8,37.6,64.4,2,52.0
CS38185,Student 36186,Computer Science,8.2,57.3,60.6,0,57.5
CS38186,Student 36187,Computer Science,9.9,63.0,82.6,3,72.8
CS38187,Student 36188,Electrical,6.8,60.3,71.4,3,62.1
CS38188,Student 36189,Mechanical,7.6,34.8,78.8,1,53.8
CS38189,Student 36190,Civil,6.6,85.3,42.8,2,62.2
CS38190,Student 36191,Electrical,9.4,73.2,72.7,1,70.9
CS38191,Student 36192,Electrical,7.1,62.6,68.6,1,60.8
CS38192,Student 36193,Electrical,7.8,76.2,46.5,1,61.0
CS38193,Student 36194,Mechanical,8.5,41.5,71.3,2,57.0
CS38194,Student 36195,Electrical,6.7,53.9,73.4,1,58.0
CS38195,Student 36196,Civil,8.7,74.1,86.6,3,76.0
CS38196,Student 36197,Civil,8.4,66.7,30.3,1,53.6
CS38197,Student 36198,Civil,8.1,40.8,60.1,2,52.5
CS38198,Student 36199,Computer Science,6.7,75.0,34.3,3,56.7
CS38199,Student 36200,Electrical,6.4,61.6,36.8,2,50.5
CS38200,Student 36201,Electrical,5.6,82.2,61.3,1,63.5
CS38201,Student 36202,Mechanical,5.3,86.3,78.0,1,69.5
CS38202,Student 36203,Civil,9.9,38.2,32.2,1,45.7
CS38203,Student 36204,Electrical,6.8,35.9,77.7,2,53.3
CS38204,Student 36205,Civil,8.2,63.6,80.9,3,69.1
CS38205,Student 36206,Computer Science,9.9,52.9,75.3,3,66.5
CS38206,Student 36207,Mechanical,9.6,95.7,61.5,1,76.9
CS38207,Student 36208,Electrical,5.2,82.5,92.4,3,74.1
CS38208,Student 36209,Civil,9.8,70.5,83.7,2,74.9
CS38209,Student 36210,Mechanical,7.2,64.1,81.9,2,66.6
CS38210,Student 36211,Mechanical,6.0,37.3,86.8,0,53.0
CS38211,Student 36212,Civil,7.5,45.5,53.3,1,50.2
CS38212,Student 36213,Mechanical,6.3,36.9,80.6,1,52.5
CS38213,Student 36214,Civil,5.0,43.2,38.1,2,40.7
CS38214,Student 36215,Electrical,9.7,53.5,66.0,2,62.6
CS38215,Student 36216,Civil,8.9,42.1,61.7,2,55.2
CS38216,Student 36217,Computer Science,7.1,59.7,94.0,3,69.3
CS38217,Student 36218,Mechanical,5.1,73.3,41.3,2,53.9
CS38218,Student 36219,Computer Science,9.3,63.4,46.1,3,60.8
CS38219,Student 36220,Civil,7.7,72.1,45.9,1,59.0
CS38220,Student 36221,Electrical,5.1,69.1,63.2,3,59.8
CS38221,Student 36222,Mechanical,6.0,53.4,96.8,0,62.4
CS38222,Student 36223,Mechanical,7.4,31.5,45.1,2,42.9
CS38223,Student 36224,Electrical,7.3,34.7,56.4,1,46.4
CS38224,Student 36225,Mechanical,6.5,51.3,87.2,1,60.7
CS38225,Student 36226,Mechanical,5.0,38.3,74.6,3,50.7
CS38226,Student 36227,Civil,5.5,59.8,61.2,1,54.3
CS38227,Student 36228,Computer Science,9.9,33.1,48.0,0,47.4
CS38228,Student 36229,Civil,5.0,65.7,94.7,1,65.7
CS38229,Student 36230,Electrical,9.0,71.1,97.5,3,78.7
CS38230,Student 36231,Mechanical,9.4,58.1,99.7,3,75.0
CS38231,Student 36232,Civil,6.8,62.5,42.9,3,54.5
CS38232,Student 36233,Electrical,7.1,30.1,70.1,2,49.3
CS38233,Student 36234,Mechanical,5.5,77.0,99.9,2,73.8
CS38234,Student 36235,Computer Science,9.0,41.9,62.9,3,56.6
CS38235,Student 36236,Mechanical,9.4,61.8,79.6,0,67.4
CS38236,Student 36237,Electrical,7.4,83.3,37.4,0,59.3
CS38237,Student 36238,Electrical,6.3,87.7,81.4,2,74.1
CS38238,Student 36239,Civil,7.3,92.6,99.6,0,81.5
CS38239,Student 36240,Civil,7.8,49.8,58.8,1,54.2
CS38240,Student 36241,Mechanical,9.5,91.8,86.4,1,82.6
CS38241,Student 36242,Civil,8.5,80.9,83.5,0,74.4
CS38242,Student 36243,Civil,6.0,95.7,68.4,0,70.8
CS38243,Student 36244,Computer Science,6.3,64.1,92.0,0,65.8
CS38244,Student 36245,Civil,8.6,89.7,77.0,1,77.2
CS38245,Student 36246,Civil,5.1,49.2,72.6,0,51.7
CS38246,Student 36247,Computer Science,8.7,77.6,95.0,3,79.9
CS38247,Student 36248,Electrical,9.2,67.9,56.2,2,64.4
CS38248,Student 36249,Electrical,6.2,81.8,58.0,2,64.5
CS38249,Student 36250,Mechanical,5.3,55.2,57.1,3,52.8
CS38250,Student 36251,Civil,9.9,79.9,96.4,1,81.7
CS38251,Student 36252,Electrical,5.0,30.1,35.8,2,34.8
CS38252,Student 36253,Mechanical,9.4,91.2,99.2,2,87.0
CS38253,Student 36254,Civil,6.6,56.1,69.3,0,56.4
CS38254,Student 36255,Electrical,9.0,49.6,73.7,0,60.0
CS38255,Student 36256,Electrical,6.3,85.3,63.6,0,65.8
CS38256,Student 36257,Electrical,7.2,81.1,38.9,0,58.5
CS38257,Student 36258,Civil,9.6,69.5,94.2,1,76.3
CS38258,Student 36259,Civil,6.1,61.8,70.3,3,61.0
CS38259,Student 36260,Computer Science,7.2,37.3,45.3,3,45.9
CS38260,Student 36261,Mechanical,5.0,54.6,38.1,0,43.3
CS38261,Student 36262,Civil,8.2,37.3,97.2,2,62.5
CS38262,Student 36263,Electrical,5.5,33.6,64.6,2,45.8
CS38263,Student 36264,Mechanical,5.1,38.9,81.8,1,51.3
CS38264,Student 36265,Civil,9.2,65.8,41.7,2,59.2
CS38265,Student 36266,Mechanical,6.4,57.9,77.5,1,60.2
CS38266,Student 36267,Electrical,8.7,50.7,95.1,1,67.2
CS38267,Student 36268,Electrical,5.7,45.2,93.9,2,59.6
CS38268,Student 36269,Computer Science,6.4,63.8,65.1,0,57.8
CS38269,Student 36270,Civil,7.5,53.3,34.1,2,48.5
CS38270,Student 36271,Mechanical,7.5,80.3,38.4,2,60.6
CS38271,Student 36272,Electrical,6.6,34.1,88.9,1,54.5
CS38272,Student 36273,Civil,8.9,46.2,90.4,2,65.4
CS38273,Student 36274,Civil,9.4,74.3,59.2,3,69.3
CS38274,Student 36275,Civil,9.8,76.0,45.2,0,63.6
CS38275,Student 36276,Electrical,8.6,50.0,47.6,1,52.5
CS38276,Student 36277,Civil,6.9,74.6,54.0,0,59.8
CS38277,Student 36278,Civil,10.0,58.7,54.1,0,59.7
CS38278,Student 36279,Computer Science,9.9,43.0,83.5,2,64.0
CS38279,Student 36280,Mechanical,6.4,84.4,69.7,0,67.5
CS38280,Student 36281,Civil,8.4,71.3,42.2,1,59.0
CS38281,Student 36282,Mechanical,5.8,54.0,62.2,0,51.9
CS38282,Student 36283,Electrical,5.7,68.3,37.8,3,53.1
CS38283,Student 36284,Mechanical,8.5,31.5,93.1,1,58.5
CS38284,Student 36285,Computer Science,7.0,46.7,67.1,2,54.8
CS38285,Student 36286,Mechanical,5.1,54.6,85.9,1,58.8
CS38286,Student 36287,Computer Science,9.1,71.4,87.6,0,73.0
CS38287,Student 36288,Electrical,5.9,43.0,90.9,0,56.3
CS38288,Student 36289,Mechanical,7.4,53.7,53.9,2,54.5
CS38289,Student 36290,Civil,6.8,55.8,52.9,2,53.8
CS38290,Student 36291,Computer Science,8.6,76.7,77.8,1,72.2
CS38291,Student 36292,Electrical,6.9,43.0,43.3,0,44.0
CS38292,Student 36293,Civil,9.4,88.0,63.4,2,75.0
CS38293,Student 36294,Computer Science,8.3,37.6,98.5,0,61.2
CS38294,Student 36295,Electrical,6.7,48.2,58.5,0,50.2
CS38295,Student 36296,Computer Science,7.6,61.7,50.4,0,55.0
CS38296,Student 36297,Civil,5.3,61.7,30.2,0,44.3
CS38297,Student 36298,Computer Science,9.0,86.5,46.5,0,66.5
CS38298,Student 36299,Civil,8.1,44.6,93.9,0,62.2
CS38299,Student 36300,Computer Science,9.7,40.6,61.2,1,55.0
CS38300,Student 36301,Mechanical,9.1,83.7,58.1,3,72.1
CS38301,Student 36302,Mechanical,5.2,59.3,46.1,3,50.9
CS38302,Student 36303,Civil,6.8,52.8,99.8,3,67.7
CS38303,Student 36304,Electrical,7.1,73.4,79.6,1,68.4
CS38304,Student 36305,Civil,6.3,45.2,92.2,0,58.3
CS38305,Student 36306,Civil,5.5,69.2,46.4,3,55.6
CS38306,Student 36307,Mechanical,9.6,38.1,76.6,2,59.4
CS38307,Student 36308,Mechanical,7.8,60.0,94.1,3,70.8
CS38308,Student 36309,Mechanical,6.6,47.5,53.5,0,48.2
CS38309,Student 36310,Civil,8.4,58.2,94.4,0,68.4
CS38310,Student 36311,Electrical,8.1,69.4,44.9,1,58.4
CS38311,Student 36312,Mechanical,7.7,33.3,89.0,2,57.4
CS38312,Student 36313,Computer Science,5.5,94.0,72.9,0,70.5
CS38313,Student 36314,Computer Science,5.3,41.5,39.9,2,41.2
CS38314,Student 36315,Civil,9.0,51.1,55.7,3,58.2
CS38315,Student 36316,Electrical,7.8,87.1,54.5,2,68.8
CS38316,Student 36317,Electrical,9.9,74.7,74.7,2,74.1
CS38317,Student 36318,Civil,8.1,41.2,94.9,1,62.2
CS38318,Student 36319,Mechanical,8.7,31.3,40.0,1,42.9
CS38319,Student 36320,Electrical,5.2,78.8,43.0,0,54.8
CS38320,Student 36321,Computer Science,7.2,86.1,60.5,0,67.0
CS38321,Student 36322,Electrical,6.3,39.6,48.5,0,43.0
CS38322,Student 36323,Mechanical,6.0,81.6,33.6,1,55.7
CS38323,Student 36324,Electrical,9.6,48.6,33.8,1,49.8
CS38324,Student 36325,Electrical,8.7,71.0,56.5,3,65.8
CS38325,Student 36326,Computer Science,7.5,65.4,74.5,2,65.5
CS38326,Student 36327,Computer Science,6.3,91.0,84.3,1,75.3
CS38327,Student 36328,Electrical,7.7,32.1,40.4,0,40.4
CS38328,Student 36329,Civil,5.1,50.7,54.9,3,50.0
CS38329,Student 36330,Civil,6.5,64.8,53.0,1,55.8
CS38330,Student 36331,Civil,5.7,36.3,35.1,1,37.4
CS38331,Student 36332,Electrical,6.0,33.4,84.5,1,51.7
CS38332,Student 36333,Electrical,9.6,55.4,98.6,0,70.9
CS38333,Student 36334,Civil,5.9,91.5,71.6,0,69.9
CS38334,Student 36335,Electrical,6.6,56.8,90.9,0,63.2
CS38335,Student 36336,Civil,9.4,72.3,85.1,0,73.2
CS38336,Student 36337,Electrical,6.4,54.8,42.5,2,49.5
CS38337,Student 36338,Computer Science,9.6,77.1,47.9,0,64.4
CS38338,Student 36339,Mechanical,7.6,74.0,97.2,3,77.0
CS38339,Student 36340,Mechanical,9.3,32.4,67.6,0,51.8
CS38340,Student 36341,Electrical,7.8,35.2,63.6,3,51.8
CS38341,Student 36342,Mechanical,5.1,51.0,83.7,2,57.7
CS38342,Student 36343,Civil,8.8,34.2,93.7,1,60.4
CS38343,Student 36344,Mechanical,8.9,96.6,61.7,0,75.0
CS38344,Student 36345,Electrical,5.3,58.6,92.4,0,61.8
CS38345,Student 36346,Civil,8.3,67.4,69.5,1,65.4
CS38346,Student 36347,Civil,5.6,33.6,97.1,1,54.8
CS38347,Student 36348,Electrical,7.0,87.7,96.3,0,78.0
CS38348,Student 36349,Electrical,9.9,73.5,65.3,1,69.8
CS38349,Student 36350,Civil,6.0,37.7,39.0,3,41.8
CS38350,Student 36351,Computer Science,9.4,31.6,37.9,2,44.8
CS38351,Student 36352,Computer Science,6.7,51.3,69.1,3,57.6
CS38352,Student 36353,Civil,6.8,50.6,30.9,3,46.1
CS38353,Student 36354,Electrical,6.0,74.7,76.7,3,67.9
CS38354,Student 36355,Computer Science,7.4,66.6,32.0,2,53.0
CS38355,Student 36356,Electrical,9.8,64.8,32.6,0,55.3
CS38356,Student 36357,Electrical,9.3,93.2,81.1,2,82.2
CS38357,Student 36358,Computer Science,8.2,74.5,53.9,0,62.4
CS38358,Student 36359,Mechanical,6.7,53.9,47.2,0,49.1
CS38359,Student 36360,Civil,7.1,34.5,65.1,0,47.5
CS38360,Student 36361,Electrical,9.4,96.5,39.7,2,71.3
CS38361,Student 36362,Computer Science,5.4,98.9,97.0,2,81.5
CS38362,Student 36363,Electrical,6.6,83.0,69.7,0,67.3
CS38363,Student 36364,Civil,7.8,85.1,44.3,1,63.9
CS38364,Student 36365,Electrical,8.1,36.3,81.3,0,55.1
CS38365,Student 36366,Civil,6.0,37.6,41.7,2,41.5
CS38366,Student 36367,Mechanical,7.5,69.9,99.6,1,73.8
CS38367,Student 36368,Computer Science,8.4,63.9,59.6,2,62.2
CS38368,Student 36369,Civil,8.2,68.6,77.7,2,69.2
CS38369,Student 36370,Mechanical,6.3,64.9,61.1,2,58.9
CS38370,Student 36371,Electrical,5.4,48.7,42.9,0,43.2
CS38371,Student 36372,Mechanical,8.2,64.1,88.0,1,69.4
CS38372,Student 36373,Electrical,8.7,87.9,97.6,0,81.8
CS38373,Student 36374,Civil,7.3,58.9,72.1,2,61.8
CS38374,Student 36375,Civil,7.7,64.2,51.7,2,58.6
CS38375,Student 36376,Computer Science,9.0,87.3,99.0,3,85.6
CS38376,Student 36377,Mechanical,9.6,68.9,71.5,1,69.2
CS38377,Student 36378,Mechanical,7.7,92.0,43.9,1,66.4
CS38378,Student 36379,Electrical,5.9,38.7,71.2,3,51.6
CS38379,Student 36380,Civil,5.2,42.8,35.7,1,39.2
CS38380,Student 36381,Computer Science,5.5,52.7,37.5,0,43.3
CS38381,Student 36382,Electrical,6.1,86.9,51.2,3,65.3
CS38382,Student 36383,Electrical,5.3,62.5,92.6,2,65.4
CS38383,Student 36384,Civil,8.3,54.1,81.0,0,62.5
CS38384,Student 36385,Mechanical,6.7,35.4,47.8,3,44.9
CS38385,Student 36386,Mechanical,6.1,80.6,38.7,2,58.1
CS38386,Student 36387,Computer Science,8.3,66.3,49.4,1,58.9
CS38387,Student 36388,Electrical,8.3,55.0,86.5,1,65.6
CS38388,Student 36389,Civil,5.9,66.3,79.0,3,65.0
CS38389,Student 36390,Mechanical,7.6,79.2,70.6,0,68.1
CS38390,Student 36391,Mechanical,6.7,59.1,65.8,2,58.8
CS38391,Student 36392,Mechanical,9.9,68.4,81.5,1,72.6
CS38392,Student 36393,Computer Science,6.1,30.1,71.8,3,48.8
CS38393,Student 36394,Electrical,5.4,54.9,50.8,3,51.0
CS38394,Student 36395,Computer Science,8.8,68.6,98.8,2,76.7
CS38395,Student 36396,Computer Science,5.7,56.1,31.1,1,44.2
CS38396,Student 36397,Computer Science,8.9,94.4,98.5,2,87.1
CS38397,Student 36398,Computer Science,8.7,88.0,38.7,3,67.2
CS38398,Student 36399,Civil,7.9,78.1,97.2,3,79.2
CS38399,Student 36400,Civil,5.2,59.2,61.6,2,54.6
CS38400,Student 36401,Electrical,9.5,34.0,88.8,2,61.2
CS38401,Student 36402,Civil,6.6,82.8,89.2,3,76.1
CS38402,Student 36403,Electrical,9.7,33.8,63.9,0,52.1
CS38403,Student 36404,Electrical,9.6,60.0,41.8,3,58.7
CS38404,Student 36405,Civil,5.1,84.1,38.5,0,55.4
CS38405,Student 36406,Electrical,7.0,80.4,81.3,0,70.5
CS38406,Student 36407,Mechanical,8.5,62.5,56.0,0,58.8
CS38407,Student 36408,Computer Science,7.6,45.9,82.6,1,59.3
CS38408,Student 36409,Civil,7.8,93.5,65.2,2,74.6
CS38409,Student 36410,Mechanical,6.3,78.5,60.3,3,65.1
CS38410,Student 36411,Electrical,6.3,74.9,86.5,1,69.5
CS38411,Student 36412,Electrical,6.9,63.9,68.7,2,62.0
CS38412,Student 36413,Civil,9.3,65.9,42.2,0,57.6
CS38413,Student 36414,Mechanical,6.5,54.7,83.4,2,61.9
CS38414,Student 36415,Mechanical,6.8,38.4,49.6,2,45.8
CS38415,Student 36416,Mechanical,7.3,53.0,96.7,3,67.8
CS38416,Student 36417,Mechanical,8.0,69.0,86.9,1,70.7
CS38417,Student 36418,Electrical,7.9,30.4,99.6,1,58.8
CS38418,Student 36419,Electrical,7.4,46.7,35.1,1,45.0
CS38419,Student 36420,Civil,9.6,78.4,53.9,2,68.7
CS38420,Student 36421,Civil,7.8,70.2,92.0,0,71.3
CS38421,Student 36422,Mechanical,6.5,34.9,78.4,2,52.5
CS38422,Student 36423,Computer Science,5.0,64.8,69.2,0,56.7
CS38423,Student 36424,Electrical,9.4,47.3,61.0,3,59.0
CS38424,Student 36425,Civil,9.5,96.6,44.8,0,71.1
CS38425,Student 36426,Civil,5.2,55.3,65.5,0,52.2
CS38426,Student 36427,Electrical,8.0,43.5,37.3,2,46.6
CS38427,Student 36428,Electrical,9.2,93.9,47.0,3,73.1
CS38428,Student 36429,Mechanical,9.5,67.2,38.4,0,57.4
CS38429,Student 36430,Mechanical,6.8,30.4,36.5,0,36.7
CS38430,Student 36431,Computer Science,5.6,45.9,32.1,0,39.2
CS38431,Student 36432,Mechanical,9.1,39.7,79.2,3,60.8
CS38432,Student 36433,Electrical,8.3,80.2,39.6,2,62.6
CS38433,Student 36434,Civil,7.9,38.9,69.7,3,55.3
CS38434,Student 36435,Mechanical,6.9,39.3,82.4,1,55.2
CS38435,Student 36436,Mechanical,8.9,96.0,53.0,0,72.1
CS38436,Student 36437,Electrical,6.7,32.3,36.5,3,40.3
CS38437,Student 36438,Mechanical,6.4,52.8,43.1,1,47.8
CS38438,Student 36439,Electrical,10.0,47.6,94.7,0,67.5
CS38439,Student 36440,Civil,9.9,83.6,61.8,0,71.8
CS38440,Student 36441,Electrical,5.9,58.3,38.6,0,46.7
CS38441,Student 36442,Electrical,6.2,74.9,76.7,2,67.4
CS38442,Student 36443,Civil,7.5,49.8,39.2,0,46.7
CS38443,Student 36444,Electrical,5.6,50.7,55.5,0,48.1
CS38444,Student 36445,Computer Science,6.0,93.2,41.2,3,64.6
CS38445,Student 36446,Civil,8.6,30.2,59.8,3,50.2
CS38446,Student 36447,Mechanical,8.5,62.6,88.0,3,71.4
CS38447,Student 36448,Electrical,9.9,53.5,40.6,2,55.4
CS38448,Student 36449,Mechanical,6.2,97.7,63.6,1,71.6
CS38449,Student 36450,Mechanical,5.5,68.8,85.2,2,66.1
CS38450,Student 36451,Computer Science,5.0,40.4,47.6,3,43.4
CS38451,Student 36452,Electrical,7.4,69.8,83.6,1,68.8
CS38452,Student 36453,Mechanical,6.7,38.7,69.9,0,49.9
CS38453,Student 36454,Mechanical,8.2,91.6,56.6,1,71.0
CS38454,Student 36455,Computer Science,6.3,80.0,70.2,2,67.7
CS38455,Student 36456,Mechanical,6.1,82.5,53.0,0,61.1
CS38456,Student 36457,Mechanical,7.7,35.2,79.1,1,54.2
CS38457,Student 36458,Electrical,9.2,30.5,49.7,1,46.5
CS38458,Student 36459,Mechanical,7.2,92.5,90.2,0,78.5
CS38459,Student 36460,Electrical,7.0,39.9,84.4,3,58.3
CS38460,Student 36461,Civil,8.6,39.6,40.5,2,47.2
CS38461,Student 36462,Mechanical,7.3,63.9,43.0,2,55.1
CS38462,Student 36463,Electrical,8.3,70.7,46.0,0,58.7
CS38463,Student 36464,Mechanical,8.7,63.2,91.1,0,70.0
CS38464,Student 36465,Computer Science,6.8,45.9,80.4,2,58.1
CS38465,Student 36466,Computer Science,6.6,91.3,47.0,2,65.8
CS38466,Student 36467,Mechanical,6.0,69.0,48.5,2,56.1
CS38467,Student 36468,Mechanical,8.0,53.9,55.5,3,57.2
CS38468,Student 36469,Mechanical,6.6,35.3,50.3,2,44.4
CS38469,Student 36470,Electrical,6.2,92.3,87.8,1,76.7
CS38470,Student 36471,Civil,8.2,97.1,41.3,3,70.6
CS38471,Student 36472,Mechanical,9.7,93.2,90.2,1,84.7
CS38472,Student 36473,Civil,6.6,43.6,35.0,3,44.1
CS38473,Student 36474,Mechanical,9.9,33.8,80.4,2,59.4
CS38474,Student 36475,Civil,7.9,93.2,56.4,2,72.0
CS38475,Student 36476,Computer Science,9.4,41.1,47.1,1,50.4
CS38476,Student 36477,Mechanical,5.3,88.6,81.8,2,72.6
CS38477,Student 36478,Electrical,10.0,62.2,89.4,3,74.7
CS38478,Student 36479,Mechanical,8.8,31.2,39.5,1,42.9
CS38479,Student 36480,Mechanical,8.5,38.8,86.4,0,58.4
CS38480,Student 36481,Civil,5.1,79.9,85.3,1,68.8
CS38481,Student 36482,Civil,5.1,78.9,47.3,0,56.0
CS38482,Student 36483,Computer Science,8.5,49.1,83.0,0,61.5
